timestamp,ICAO,CIAD,Aeródromo,Cidade,UF,Status,TEMP,AIP,NOTAM,Debug
2019-04-23T05:48:39.770454-03:00,SWRS,MT0390,Fazenda Santa Mônica,SANTO ANTÔNIO DO LEVERGER,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:44.665455-03:00,SNJV,MG0153,Fazenda Santa Mônica,SÃO JOÃO DA PONTE,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:49.320454-03:00,SIUS,BA0098,Fazenda Santana,FORMOSA DO RIO PRETO,BA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:53.421454-03:00,SDFZ,BA0072,Fazenda Santana,RIACHÃO DAS NEVES,BA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:58.239454-03:00,SDRC,SP0138,Fazenda Santana,RANCHARIA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:03.103454-03:00,SSSA,MS0329,Fazenda Sant'Anna do APA,BELA VISTA,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:07.761454-03:00,SSWO,MT0321,Fazenda Santa Paula,COMODORO,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:13.042457-03:00,SNWL,MS0235,Fazenda Santarém,BANDEIRANTES,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:18.766454-03:00,SSXV,MS0351,Fazenda Santa Rita,NAVIRAÍ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:23.069454-03:00,SWRT,GO0145,Fazenda Santa Rita,SANTA RITA DO ARAGUAIA,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:27.594468-03:00,SWGW,GO0126,Fazenda Santa Rita do Araguaia,JUSSARA,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:32.609454-03:00,SWOY,MS0390,Fazenda Santa Rita I,PEDRO GOMES,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:44:46.744458-03:00,SJSR,GO0085,Fazenda Santa Rosa,MARA ROSA,GO,OK,"[['Revogado', 'INFOTEMP 0021/2019', 'AD CLSD DEVIDO NAO APRESENTACAO DO PLANO BASICO DE ZONA DE PROTECAO', {'Duração': '11/02/19 00:00 a 11/02/20 23:59 UTC', 'Divulgação': '08/01/2019 13:45'}]]",[],[],{'response_status_code': 200}
2019-04-23T05:44:53.237424-03:00,SNAC,PA0081,Fazenda Santa Rosa,XINGUARA,PA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:44:59.204432-03:00,SWQS,MS0392,Fazenda Santa Rosa,RIBAS DO RIO PARDO,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:05.191461-03:00,SSKQ,GO0107,Fazenda Santa Rosa,NOVA CRIXÁS,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:11.134280-03:00,SINR,MT0110,Fazenda Santa Rosa,CÁCERES,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:17.009485-03:00,SNKX,MS0215,Fazenda Santa Rosália,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:19.822446-03:00,SWSV,MT0403,Fazenda Santa Silvia,COCALINHO,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:25.082446-03:00,SIKP,MS0096,Fazenda Santa Tereza,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:29.806446-03:00,SJQS,MT0453,Fazenda Santa Tereza,UNIÃO DO SUL,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:34.601450-03:00,SJYW,MT0234,Fazenda Santa Terezinha,SANTA TEREZINHA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:39.969447-03:00,SICS,MT0086,Fazenda Santa Terezinha,SANTA RITA DO TRIVELATO,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:45.160445-03:00,SSXZ,GO0111,Fazenda Santa Terezinha,NOVA ROMA,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:52.086446-03:00,SNWK,MT0275,Fazenda Santa Terezinha,PEDRA PRETA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:45:58.097481-03:00,SIWT,MT0147,Fazenda Santa Terezinha I,SANTA TEREZINHA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:46:03.767486-03:00,SWXK,GO0150,Fazenda Santa Thereza,APARECIDA DO RIO DOCE,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:46:08.749485-03:00,SDST,SP0144,Fazenda Santa Therezinha da Barra,DESCALVADO,SP,OK,"[['INFOTEMP 0139/2019', 'AD INSERIR NO RMK: DEVIDO A SOBREPOSICAO DAS SUPERFICIES DE PROTECAO DE CIRCULACAO AEREA COM AD/HELPN NAS VIZINHANCAS, COMPULSORIA COORDENACAO NA FCA 123.45 MHZ NAS OPS ARR/DEP', {'Duração': '11/03/19 15:05 a 06/06/19 23:59 UTC', 'Divulgação': '11/03/2019 15:05'}], ['INFOTEMP 0153/2019', 'OBST NEG LGTD: 1 - (MORRO)  COORD 215208.71S0474553.11W ELEV 760M 2 - (MORRO)  COORD 215310.31S0474501.58W ELEV 760M', {'Duração': '14/03/19 18:06 a 10/06/19 23:59 UTC', 'Divulgação': '14/03/2019 18:04'}]]",[],[],{'response_status_code': 200}
2019-04-23T05:46:14.779446-03:00,SWSU,MS0394,Fazenda Santa Umbelina,NAVIRAÍ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:46:20.901484-03:00,SIOT,MS0114,Fazenda Santa Vergínia,SANTA RITA DO PARDO,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:46:26.949450-03:00,SNZE,RS0089,Fazenda Santa Zélia,ITAQUI,RS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:46:32.942484-03:00,SWEA,MT0332,Fazenda Santiago de Compostela ,COMODORO,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:46:38.995484-03:00,SISO,PA0056,Fazenda Santo Ambrósio,CHAVES,PA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:46:45.056446-03:00,SNUK,MG0163,Fazenda Santo André,PRATINHA,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:46:50.099468-03:00,SIZG,MT0475,Fazenda Santo André II,NOVA MARINGÁ,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:46:55.054445-03:00,SJVD,MT0483,Fazenda Santo André IV,PARANATINGA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:47:00.667448-03:00,SNGW,BA0137,Fazenda Santo Angelo,BARRA DO CHOÇA,BA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:47:07.104484-03:00,SDAN,SP0078,Fazenda Santo Ângelo,BROTAS,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:47:13.067484-03:00,SDAS,SP0079,Fazenda Santo Antônio,MIRANDÓPOLIS,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:47:17.657486-03:00,SNFA,MG0143,Fazenda Santo Antônio,UNAÍ,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:47:22.900449-03:00,SWOZ,MT0376,Fazenda Santo Antônio,CAMPO VERDE,MT,OK,[],[],"[['Z0083/19', 'N', '31/01/2019 19:58', 'ABN (L21) COORD 151838S/0545357W INSTL', 'REF: AIP BRASIL ENR 4.5', '31/01/19 19:58 a PERM']]",{'response_status_code': 200}
2019-04-23T05:47:28.037494-03:00,SNUX,MS0230,Fazenda Santo Antônio,RIBAS DO RIO PARDO,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:47:32.991496-03:00,SDQM,BA0076,Fazenda Santo Antônio,BARREIRAS,BA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:47:38.071492-03:00,SWSD,MT0395,Fazenda Santo Antônio,ARAGUAIANA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:47:43.189494-03:00,SSTM,AM0041,Fazenda Santo Antônio,MANICORÉ,AM,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:47:48.547496-03:00,SDQJ,BA0075,Fazenda Santo Antônio da Serra do Boqueirão,WANDERLEY,BA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:47:54.514456-03:00,SWVF,MT0415,Fazenda Santo Antônio do Guaporé,VILA BELA DA SANTÍSSIMA TRINDADE,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:00.616492-03:00,SWBX,MT0329,Fazenda Santo Antônio do Paraíso,ITIQUIRA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:05.795534-03:00,SIFO,SP0176,Fazenda Santo Antônio Oriçanga,ESTIVA GERBI,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:10.875454-03:00,SWTZ,MS0396,Fazenda Santo Antônio - Zampieri,RIBAS DO RIO PARDO,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:16.277493-03:00,SILZ,TO0019,Fazenda Santo Expedito IV,RIO SONO,TO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:21.376492-03:00,SSSH,MS0330,Fazenda Santo Inácio,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:26.533498-03:00,SIRX,MT0128,Fazenda Santo Reis,LAMBARI D'OESTE,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:31.965455-03:00,SSRM,PA0130,Fazenda Santos Reis,RIO MARIA,PA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:37.309454-03:00,SNSR,MG0161,Fazenda Santos Reis,GUARDA-MOR,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:42.372496-03:00,SNZG,SP0241,Fazenda São Benedito,CAPÃO BONITO,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:46.971454-03:00,SIEB,MS0072,Fazenda São Bento,SIDROLÂNDIA,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:52.226496-03:00,SWOC,MS0388,Fazenda São Bento do Bocajah,CARACOL,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:48:56.470458-03:00,SJSB,MS0184,Fazenda São Bento do Nabileque,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:01.447494-03:00,SIQX,AL0004,Fazenda São Braz,BARRA DE SANTO ANTÔNIO,AL,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:06.911496-03:00,SSEV,MS0263,Fazenda São Camilo,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:11.424492-03:00,SJUQ,SP0846,Fazenda São Clemente,SÃO JOSÉ DOS CAMPOS,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:16.721492-03:00,SDYE,BA0082,Fazenda São Diego,FORMOSA DO RIO PRETO,BA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:21.578495-03:00,SNNO,MT0259,Fazenda São Domingos,COMODORO,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:26.798496-03:00,SDCJ,MT0032,Fazenda São Domingos,ALTO ARAGUAIA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:30.835458-03:00,SNSV,MS0228,Fazenda São Domingos,RIBAS DO RIO PARDO,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:35.093456-03:00,SWFE,RO0029,Fazenda São Félix,MACHADINHO D'OESTE,RO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:26.308454-03:00,SWJF,MS0381,Fazenda São Francisco,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:30.821459-03:00,SIGS,GO0049,Fazenda São Francisco,MUNDO NOVO,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:35.604458-03:00,SIUF,MT0134,Fazenda São Francisco,PEIXOTO DE AZEVEDO,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:40.232477-03:00,SNQP,SP0235,Fazenda São Francisco,MAGDA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:44.922459-03:00,SWQC,GO0143,Fazenda São Francisco,RIO VERDE,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:50.253458-03:00,SJFW,GO0072,Fazenda São Francisco,SÃO FRANCISCO DE GOIÁS,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:55.843484-03:00,SWSF,MT0396,Fazenda São Francisco,VILA BELA DA SANTÍSSIMA TRINDADE,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:00.596818-03:00,SDLV,PR0038,Fazenda São Francisco,FLORESTÓPOLIS,PR,Aeródromo FECHADO até 26/12/19: INFOTEMP 1515/2018,"[['INFOTEMP 1515/2018', 'AD CLSD DEVIDO NAO APRESENTACAO DO PLANO BASICO DE ZONA DE PROTECAO', {'Duração': '26/12/18 17:06 a 26/12/19 23:59 UTC', 'Divulgação': '26/12/2018 17:06'}]]",[],[],{'response_status_code': 200}
2019-04-23T05:50:06.274822-03:00,SDDD,MS0027,Fazenda São Francisco,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:11.728822-03:00,SNSF,SP0237,Fazenda São Francisco,FARTURA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:17.956592-03:00,SDDQ,BA0071,Fazenda São Francisco,RIACHÃO DAS NEVES,BA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:23.452144-03:00,SJNV,GO0081,Fazenda São Francisco,GOUVELÂNDIA,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:28.661144-03:00,SWGU,MT0452,Fazenda São Gabriel,BRASNORTE,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:35.330388-03:00,SJGB,MG0121,Fazenda São Gabriel,CURVELO,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:42.120234-03:00,SJZG,TO0035,Fazenda São Geraldo,CASEARA,TO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:48.866265-03:00,SJOM,MT0199,Fazenda São Jerônimo,ALTO GARÇAS,MT,Aeródromo FECHADO até 15/10/19: INFOTEMP 0235/2019,"[['INFOTEMP 0235/2019', 'AD CLSD DEVIDO NÃO APRESENTAÇÃO DO PLANO BÁSICO DE ZONA DE PROTEÇÃO', {'Duração': '18/04/19 00:00 a 15/10/19 23:59 UTC', 'Divulgação': '16/04/2019 19:07'}]]",[],[],{'response_status_code': 200}
2019-04-23T05:50:56.171262-03:00,SING,SP0187,Fazenda São João,NOVA GRANADA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:01.839225-03:00,SNAY,MT0240,Fazenda São João,PONTES E LACERDA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:08.295262-03:00,SJHJ,PI0025,Fazenda São João,BAIXA GRANDE DO RIBEIRO,PI,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:12.470262-03:00,SSVJ,MS0341,Fazenda São João,ALCINÓPOLIS,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:18.690261-03:00,SSZT,SP0267,Fazenda São João,ÁGUAS DE SANTA BÁRBARA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:23.317263-03:00,SWJQ,MS0382,Fazenda São João,PARANHOS,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:29.080261-03:00,SSZG,MS0358,Fazenda São João,ÁGUA CLARA,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:34.407257-03:00,SSJY,MS0296,Fazenda São João,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:39.835278-03:00,SDKQ,SP0118,Fazenda São João,GUARACI,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:45.395262-03:00,SWHS,GO0127,Fazenda São João,MAURILÂNDIA,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:50.632262-03:00,SJJM,MT0186,Fazenda São João,MATUPÁ,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:55.722266-03:00,SNWI,MT0273,Fazenda São João do Guaporé,NOVA LACERDA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:00.730262-03:00,SDDC,MT0033,Fazenda São João do Guaporé,PONTES E LACERDA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:05.919230-03:00,SSPU,MT0308,Fazenda São João do Ibiporã,PONTES E LACERDA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:10.987264-03:00,SDJG,PI0015,Fazenda São João do Pirajá,CURRAIS,PI,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:16.395261-03:00,SDNE,SP0126,Fazenda São Joaquim,MARABÁ PAULISTA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:22.423254-03:00,SJVR,MS0186,Fazenda São Joaquim,JARDIM,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:27.365263-03:00,SIEX,MG0098,Fazenda São Joaquim I,SANTA VITÓRIA,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:31.920262-03:00,SDJQ,SP0115,Fazenda São Joaquim O.B.,PEREIRA BARRETO,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:36.690263-03:00,SJSJ,BA0122,Fazenda São Jorge,GUARATINGA,BA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:42.339228-03:00,SIEF,MS0075,Fazenda São José,CAMPO GRANDE,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:47.268224-03:00,SWDG,SP0273,Fazenda São José,REGINÓPOLIS,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:52.195262-03:00,SIDF,MT0087,Fazenda São José,CÁCERES,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:58.503224-03:00,SJDJ,MS0150,Fazenda São José,CAMAPUÃ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:03.143223-03:00,SISZ,TO0021,Fazenda São José,COUTO MAGALHÃES,TO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:07.739263-03:00,SDJZ,RS0056,Fazenda São José,SÃO GABRIEL,RS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:13.055262-03:00,SIYF,GO0062,Fazenda São José,SERRANÓPOLIS,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:18.052265-03:00,SDGJ,MS0031,Fazenda São José,PORTO MURTINHO,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:22.942262-03:00,SNSY,MS0229,Fazenda São José,ANASTÁCIO,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:27.640227-03:00,SWJO,MT0358,Fazenda São José,POXORÉU,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:32.344266-03:00,SWSJ,MT0398,Fazenda São José,SAPEZAL,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:37.597262-03:00,SDTX,SP0148,Fazenda São José,ILHA SOLTEIRA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:42.632262-03:00,SJJI,MT0480,Fazenda São José,MATUPÁ,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:47.513261-03:00,SNJG,GO0099,Fazenda São José da Lagoa,NOVA CRIXÁS,GO,Aeródromo FECHADO até 11/02/20: INFOTEMP 0013/2019,"[['INFOTEMP 0013/2019', 'AD CLSD DEVIDO NAO APRESENTACAO DO PLANO BASICO DE ZONA DE PROTECAO', {'Duração': '11/02/19 00:00 a 11/02/20 23:59 UTC', 'Divulgação': '07/01/2019 18:24'}]]",[],[],{'response_status_code': 200}
2019-04-23T05:53:52.688226-03:00,SJHQ,MT0179,Fazenda São José das Reunidas,SÃO JOSÉ DO XINGU,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:57.497296-03:00,SDYB,SP0164,Fazenda São José do Bom Retiro,ITAPETININGA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:54:02.230311-03:00,SNFI,MG0144,Fazenda São José do Paranaíba,TUPACIGUARA,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:54:07.398323-03:00,SISJ,MS0125,Fazenda São José do Piquiri,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:54:13.136297-03:00,SDOB,SP0129,Fazenda São José O.B.,TAPIRATIBA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:29.824505-03:00,SJWV,GO0092,Fazenda São Judas,SÃO MIGUEL DO ARAGUAIA,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:34.522494-03:00,SWVJ,MT0416,Fazenda São Judas Tadeu,COMODORO,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:39.873532-03:00,SIFW,MS0084,Fazenda São Lourenço,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:44.841503-03:00,SDKC,SP0116,Fazenda São Lucas,GÁLIA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:49.867495-03:00,SWLS,ND,Fazenda São Luis,PALOTINA,PR,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:54.162453-03:00,SDJN,SP0114,Fazenda São Luiz,JARDINÓPOLIS,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:49:59.857858-03:00,SWLZ,MG0201,Fazenda São Luiz,PARACATU,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:05.611857-03:00,SNLD,MG0154,Fazenda São Luiz do Matão,CARNEIRINHO,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:10.399856-03:00,SJSU,PR0061,Fazenda São Marcus,ALTO PARAÍSO,PR,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:15.834588-03:00,SNDS,SP0226,Fazenda São Martinho,ILHA SOLTEIRA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:21.088552-03:00,SSMZ,MT0298,Fazenda São Mateus,COMODORO,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:26.569217-03:00,SNWH,PR0069,Fazenda São Matheus,QUERÊNCIA DO NORTE,PR,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:31.880211-03:00,SSMI,MT0297,Fazenda São Miguel,CAMPO VERDE,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:41.808211-03:00,SNEI,RS0083,Fazenda São Miguel,RIO PARDO,RS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:49.008301-03:00,SNTA,SP0239,Fazenda São Miguel,POMPÉIA,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:50:55.544225-03:00,SDTV,BA0079,Fazenda São Miguel ,SÃO DESIDÉRIO,BA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:01.782229-03:00,SSMC,MS0305,Fazenda São Miguel da Catequese,NOVA ANDRADINA,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:07.222226-03:00,SWQT,MT0383,Fazenda São Nicolau,COTRIGUAÇU,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:11.955263-03:00,SSLB,MS0300,Fazenda São Paulino,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:17.923262-03:00,SSXW,MS0352,Fazenda São Paulo,IVINHEMA,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:23.473254-03:00,SSPW,MS0322,Fazenda São Paulo,COSTA RICA,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:29.651263-03:00,SDEB,SP0091,Fazenda São Paulo dos Palmares,TIMBURI,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:34.704226-03:00,SDVK,MS0057,Fazenda São Pedro,NOVA ANDRADINA,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:40.322223-03:00,SSGS,MS0279,Fazenda São Pedro,ELDORADO,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:45.997254-03:00,SICP,MG0093,Fazenda São Pedro,UNAÍ,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:50.937254-03:00,SJCP,GO0069,Fazenda São Roberto,PARAÚNA,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:51:55.496224-03:00,SJAS,SP0203,Fazenda São Roque,REGINÓPOLIS,SP,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:00.082262-03:00,SJDT,MS0153,Fazenda São Roque,AQUIDAUANA,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:05.373262-03:00,SIRS,MG0107,Fazenda São Sebastião,CAMPO FLORIDO,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:11.140262-03:00,SISD,GO0054,Fazenda São Sebastião,APARECIDA DO RIO DOCE,GO,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:17.119263-03:00,SWNL,MS0387,Fazenda São Sebastião,RIBAS DO RIO PARDO,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:22.251262-03:00,SIWU,ND,Fazenda São Sebastião,AQUIDAUANA,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:26.727267-03:00,SDWJ,MT0071,Fazenda São Sebastião,CAMPO NOVO DO PARECIS,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:31.823227-03:00,SDSB,SP0140,Fazenda São Sebastião,RIFAINA,SP,OK,[],[],"[['F0689/19', 'N', '15/04/2019 17:41', 'EXIBICAO AEREA (ESQUADRILHA DA FUMACA) SUBJ COOR APP UBERABA ACONTECERA 200219S0474616W (IGARAPAVA, SP) RAIO 9,5KM DNG', 'SFC', 'FL075', '11/05/19 18:15 a 11/05/19 20:15 UTC']]",{'response_status_code': 200}
2019-04-23T05:52:36.966263-03:00,SIJO,MS0091,Fazenda São Sebastião do Jatobazinho,CORUMBÁ,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:42.389224-03:00,SWSN,MT0401,Fazenda São Valentim,PONTES E LACERDA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:47.959262-03:00,SJHS,MG0122,Fazenda São Vicente,UBERLÂNDIA,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:53.665262-03:00,SJJQ,MG0127,Fazendas Apóstolo Simão Coffee,RIO PARDO DE MINAS,MG,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:52:59.633225-03:00,SIKQ,MT0102,Fazenda Sararé,CONQUISTA D'OESTE,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:05.214223-03:00,SSVM,BA0167,Fazenda Savannah,COCOS,BA,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:10.407226-03:00,SIMG,MS0099,Fazenda Seis Palmas,PORTO MURTINHO,MS,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:15.334262-03:00,SNVJ,MT0272,Fazenda Senhora Aparecida,TANGARÁ DA SERRA,MT,OK,[],[],[],{'response_status_code': 200}
2019-04-23T05:53:20.421225-03:00,SSQO,MG0188,Fazenda Sequóia,SETUBINHA,MG,OK,[],[],[],{'response_status_code': 200}
